id,page_number,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
3019,,False,3019. Number of Changing Keys,['String'],Easy,['[]'],1.0,80.10343947347977,72174,90101,24,149,15,https://leetcode.com/problems/number-of-changing-keys/
3020,,False,3020. Find the Maximum Number of Elements in Subset,"['Array', 'Hash Table', 'Enumeration']",Medium,"[""['Longest Consecutive Sequence']""]",1.0,26.541070960603324,27345,103029,32,209,43,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
3021,,False,3021. Alice and Bob Playing Flower Game,['Math'],Medium,['[]'],1.0,60.03249311234102,122677,204351,364,504,267,https://leetcode.com/problems/alice-and-bob-playing-flower-game/
3022,,False,3022. Minimize OR of Remaining Elements Using Operations,"['Array', 'Greedy', 'Bit Manipulation']",Hard,"[""['Maximum XOR After Operations '"", ""'Apply Operations on Array to Maximize Sum of Squares']""]",2.0,29.105533626275417,3908,13427,10,93,16,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/
3023,,True,3023. Find Pattern in Infinite Stream I,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium,['[]'],1.0,56.76037483266399,1696,2988,5,15,2,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/
3024,,False,3024. Type of Triangle,"['Array', 'Math', 'Sorting']",Easy,['[]'],1.0,44.33457585694568,201715,454984,190,435,63,https://leetcode.com/problems/type-of-triangle/
3025,,False,3025. Find the Number of Ways to Place People I,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']",Medium,"[""['Rectangle Area']""]",1.0,64.07261517383114,112236,175170,152,471,179,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/
3026,,False,3026. Maximum Good Subarray Sum,"['Array', 'Hash Table', 'Prefix Sum']",Medium,"[""['Maximum Subarray'"", ""'Maximum Sum of Distinct Subarrays With Length K']""]",2.0,20.706760284323863,28636,138291,53,453,23,https://leetcode.com/problems/maximum-good-subarray-sum/
3027,,False,3027. Find the Number of Ways to Place People II,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']",Hard,"[""['Rectangle Area']""]",1.0,64.41889672495411,86684,134563,181,355,62,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/
3028,,False,3028. Ant on the Boundary,"['Array', 'Simulation', 'Prefix Sum']",Easy,['[]'],1.0,73.98752535275773,67851,91706,57,156,48,https://leetcode.com/problems/ant-on-the-boundary/
3029,,False,3029. Minimum Time to Revert Word to Initial State I,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium,"[""['Longest Happy Prefix']""]",1.0,41.82679173117202,22965,54905,21,168,34,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/
3030,,False,3030. Find the Grid of Region Average,"['Array', 'Matrix']",Medium,"[""['Range Sum Query 2D - Immutable'"", ""'K Radius Subarray Averages']""]",2.0,42.73829509419884,11456,26805,23,88,134,https://leetcode.com/problems/find-the-grid-of-region-average/
3031,,False,3031. Minimum Time to Revert Word to Initial State II,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard,"[""['Longest Happy Prefix']""]",1.0,34.65778903954498,12857,37097,17,153,22,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/
3032,,True,3032. Count Numbers With Unique Digits II,"['Hash Table', 'Math', 'Dynamic Programming']",Easy,"[""['Count Numbers with Unique Digits']""]",1.0,87.25958736449469,7484,8577,6,34,4,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/
3033,,False,3033. Modify the Matrix,"['Array', 'Matrix']",Easy,['[]'],1.0,68.70883079456567,53406,77728,12,150,9,https://leetcode.com/problems/modify-the-matrix/
3034,,False,3034. Number of Subarrays That Match a Pattern I,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium,"[""['Count the Number of Incremovable Subarrays I']""]",1.0,67.70440700067236,33230,49081,19,117,17,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/
3035,,False,3035. Maximum Palindromes After Operations,"['Array', 'Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",Medium,"[""['Valid Palindrome']""]",1.0,44.01394351932543,18687,42457,24,242,11,https://leetcode.com/problems/maximum-palindromes-after-operations/
3036,,False,3036. Number of Subarrays That Match a Pattern II,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard,"[""['Match Substring After Replacement']""]",1.0,32.79980300418616,13320,40610,17,166,5,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/
3037,,True,3037. Find Pattern in Infinite Stream II,"['Array', 'Sliding Window', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard,"[""['Number of Integers With Popcount-Depth Equal to K I']""]",1.0,67.57624398073835,1263,1869,0,7,3,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/
3038,,False,3038. Maximum Number of Operations With the Same Score I,"['Array', 'Simulation']",Easy,['[]'],1.0,52.34207814852976,39624,75702,20,88,27,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/
3039,,False,3039. Apply Operations to Make String Empty,"['Array', 'Hash Table', 'Sorting', 'Counting']",Medium,['[]'],1.0,56.688389169343736,30881,54475,20,162,8,https://leetcode.com/problems/apply-operations-to-make-string-empty/
3040,,False,3040. Maximum Number of Operations With the Same Score II,"['Array', 'Dynamic Programming', 'Memoization']",Medium,['[]'],1.0,33.50974462365591,23932,71422,45,178,16,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/
3041,,False,3041. Maximize Consecutive Elements in an Array After Modification,"['Array', 'Dynamic Programming', 'Sorting']",Hard,['[]'],1.0,33.043124236635244,10551,31931,17,170,9,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/
3042,,False,3042. Count Prefix and Suffix Pairs I,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",Easy,"[""['Implement Trie (Prefix Tree)'"", ""'Design Add and Search Words Data Structure']""]",2.0,77.71318121533639,206256,265407,127,588,43,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/
3043,,False,3043. Find the Length of the Longest Common Prefix,"['Array', 'Hash Table', 'String', 'Trie']",Medium,"[""['Longest Common Prefix'"", ""'Longest Common Suffix Queries']""]",2.0,56.70800489730785,164891,290772,124,801,50,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
3044,,False,3044. Most Frequent Prime,"['Array', 'Hash Table', 'Math', 'Matrix', 'Counting', 'Enumeration', 'Number Theory']",Medium,['[]'],1.0,45.34807244763736,17927,39532,15,100,70,https://leetcode.com/problems/most-frequent-prime/
3045,,False,3045. Count Prefix and Suffix Pairs II,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard,"[""['Implement Trie (Prefix Tree)'"", ""'Design Add and Search Words Data Structure']""]",2.0,27.57226893789021,15280,55418,34,243,11,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
3046,,False,3046. Split the Array,"['Array', 'Hash Table', 'Counting']",Easy,['[]'],1.0,60.17991851224333,74589,123944,25,157,14,https://leetcode.com/problems/split-the-array/
3047,,False,3047. Find the Largest Area of Square Inside Two Rectangles,"['Array', 'Math', 'Geometry']",Medium,"[""['Rectangle Area']""]",1.0,45.572900724415874,22333,49005,26,115,46,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/
3048,,False,3048. Earliest Second to Mark Indices I,"['Array', 'Binary Search']",Medium,['[]'],1.0,35.49623545516769,10372,29220,43,194,98,https://leetcode.com/problems/earliest-second-to-mark-indices-i/
3049,,False,3049. Earliest Second to Mark Indices II,"['Array', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']",Hard,['[]'],1.0,20.60235704932344,3304,16037,16,83,20,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/
3050,,True,3050. Pizza Toppings Cost Analysis,['Database'],Medium,['[]'],1.0,67.73978685612788,3051,4504,1,14,1,https://leetcode.com/problems/pizza-toppings-cost-analysis/
3051,,True,3051. Find Candidates for Data Scientist Position,['Database'],Easy,['[]'],1.0,75.05102841890407,4780,6369,1,15,0,https://leetcode.com/problems/find-candidates-for-data-scientist-position/
3052,,True,3052. Maximize Items,['Database'],Hard,['[]'],1.0,74.62813429664259,1756,2353,8,7,10,https://leetcode.com/problems/maximize-items/
3053,,True,3053. Classifying Triangles by Lengths,['Database'],Easy,['[]'],1.0,50.03813882532418,3280,6555,5,8,1,https://leetcode.com/problems/classifying-triangles-by-lengths/
3054,,True,3054. Binary Tree Nodes,['Database'],Medium,['[]'],1.0,78.74912810974192,3387,4301,7,18,2,https://leetcode.com/problems/binary-tree-nodes/
3055,,True,3055. Top Percentile Fraud,['Database'],Medium,['[]'],1.0,57.91947680359697,2834,4893,6,9,6,https://leetcode.com/problems/top-percentile-fraud/
3056,,True,3056. Snaps Analysis,['Database'],Medium,['[]'],1.0,58.119658119658126,2992,5148,3,4,2,https://leetcode.com/problems/snaps-analysis/
3057,,True,3057. Employees Project Allocation,['Database'],Hard,['[]'],1.0,67.04260651629073,2140,3192,4,5,4,https://leetcode.com/problems/employees-project-allocation/
3058,,True,3058. Friends With No Mutual Friends,['Database'],Medium,['[]'],1.0,48.44208211143695,2643,5456,4,17,3,https://leetcode.com/problems/friends-with-no-mutual-friends/
3059,,True,3059. Find All Unique Email Domains,['Database'],Easy,['[]'],1.0,69.47087933003426,3650,5254,7,12,8,https://leetcode.com/problems/find-all-unique-email-domains/
3060,,True,3060. User Activities within Time Bounds,['Database'],Hard,['[]'],1.0,40.06334125098971,2024,5052,9,5,20,https://leetcode.com/problems/user-activities-within-time-bounds/
3061,,True,3061. Calculate Trapping Rain Water,['Database'],Hard,['[]'],1.0,81.61559888579387,1465,1795,7,12,6,https://leetcode.com/problems/calculate-trapping-rain-water/
3062,,True,3062. Winner of the Linked List Game,['Linked List'],Easy,['[]'],1.0,78.06460519050249,11310,14488,4,32,5,https://leetcode.com/problems/winner-of-the-linked-list-game/
3063,,True,3063. Linked List Frequency,"['Hash Table', 'Linked List', 'Counting']",Easy,"[""['Top K Frequent Elements']""]",1.0,85.37817196353782,13862,16236,11,48,21,https://leetcode.com/problems/linked-list-frequency/
3064,,True,3064. Guess the Number Using Bitwise Questions I,"['Bit Manipulation', 'Interactive']",Medium,['[]'],1.0,89.08315565031984,2089,2345,7,12,10,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/
3065,,False,3065. Minimum Operations to Exceed Threshold Value I,['Array'],Easy,"[""['Search Insert Position'"", ""'Majority Element'"", ""'Number of Employees Who Met the Target']""]",3.0,86.295015447042,93573,108434,39,155,17,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/
3066,,False,3066. Minimum Operations to Exceed Threshold Value II,"['Array', 'Heap (Priority Queue)', 'Simulation']",Medium,"[""['Minimum Operations to Halve Array Sum']""]",1.0,45.7777745251582,187655,409926,312,622,70,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/
3067,,False,3067. Count Pairs of Connectable Servers in a Weighted Tree Network,"['Array', 'Tree', 'Depth-First Search']",Medium,"[""['Minimum Height Trees'"", ""'Sum of Distances in Tree']""]",2.0,54.862842892768086,15399,28069,19,230,27,https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/
3068,,False,3068. Find the Maximum Sum of Node Values,"['Array', 'Dynamic Programming', 'Greedy', 'Bit Manipulation', 'Tree', 'Sorting']",Hard,"[""['Maximum Score After Applying Operations on a Tree'"", ""'Find Number of Coins to Place in Tree Nodes']""]",2.0,69.63742155143939,137035,196784,236,911,133,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/
3069,,False,3069. Distribute Elements Into Two Arrays I,"['Array', 'Simulation']",Easy,"[""['Split Array Largest Sum'"", ""'Divide Array Into Equal Pairs']""]",2.0,73.42204971814064,55614,75746,19,114,26,https://leetcode.com/problems/distribute-elements-into-two-arrays-i/
3070,,False,3070. Count Submatrices with Top-Left Element and Sum Less Than k,"['Array', 'Matrix', 'Prefix Sum']",Medium,['[]'],1.0,57.76348475803501,29996,51929,21,160,5,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/
3071,,False,3071. Minimum Operations to Write the Letter Y on a Grid,"['Array', 'Hash Table', 'Matrix', 'Counting']",Medium,['[]'],1.0,63.10249541206995,29915,47407,35,135,30,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/
3072,,False,3072. Distribute Elements Into Two Arrays II,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Simulation']",Hard,"[""['Split Array Largest Sum'"", ""'Divide Array Into Equal Pairs']""]",2.0,29.71601974727116,13122,44158,23,151,14,https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/
3073,,True,3073. Maximum Increasing Triplet Value,"['Array', 'Ordered Set']",Medium,['[]'],1.0,35.68281938325991,1215,3405,2,21,6,https://leetcode.com/problems/maximum-increasing-triplet-value/
3074,,False,3074. Apple Redistribution into Boxes,"['Array', 'Greedy', 'Sorting']",Easy,['[]'],1.0,68.67872994195972,60348,87870,20,130,10,https://leetcode.com/problems/apple-redistribution-into-boxes/
3075,,False,3075. Maximize Happiness of Selected Children,"['Array', 'Greedy', 'Sorting']",Medium,"[""['Maximum Candies Allocated to K Children']""]",1.0,54.8752923306893,182085,331816,217,675,92,https://leetcode.com/problems/maximize-happiness-of-selected-children/
3076,,False,3076. Shortest Uncommon Substring in an Array,"['Array', 'Hash Table', 'String', 'Trie']",Medium,['[]'],1.0,49.22537225793824,32695,66419,19,158,27,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/
3077,,False,3077. Maximum Strength of K Disjoint Subarrays,"['Array', 'Dynamic Programming', 'Prefix Sum']",Hard,"[""['Partition Array into Disjoint Intervals'"", ""'Maximum Strength of a Group']""]",2.0,27.10779447506248,7919,29213,31,164,75,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays/
3078,,True,3078. Match Alphanumerical Pattern in Matrix I,"['Array', 'Hash Table', 'String', 'Matrix']",Medium,['[]'],1.0,64.28972487366647,1145,1781,2,11,4,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i/
3079,,False,3079. Find the Sum of Encrypted Integers,"['Array', 'Math']",Easy,"[""['Encrypt and Decrypt Strings']""]",1.0,74.19599475564924,57723,77798,16,125,19,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/
3080,,False,3080. Mark Elements on Array by Performing Queries,"['Array', 'Hash Table', 'Sorting', 'Heap (Priority Queue)', 'Simulation']",Medium,['[]'],1.0,48.22383542316182,21191,43943,19,127,27,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries/
3081,,False,3081. Replace Question Marks in String to Minimize Its Value,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']",Medium,"[""['Lexicographically Smallest String After Substring Operation']""]",1.0,28.33967177167917,16543,58374,32,193,30,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/
3082,,False,3082. Find the Sum of the Power of All Subsequences,"['Array', 'Dynamic Programming']",Hard,"[""['Number of Subsequences That Satisfy the Given Sum Condition']""]",1.0,37.1961331553614,9196,24723,13,163,4,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/
3083,,False,3083. Existence of a Substring in a String and Its Reverse,"['Hash Table', 'String']",Easy,['[]'],1.0,66.06008265992227,53545,81055,12,104,1,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse/
3084,,False,3084. Count Substrings Starting and Ending with Given Character,"['Math', 'String', 'Counting']",Medium,['[]'],1.0,49.468235400490514,43769,88479,26,143,9,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character/
3085,,False,3085. Minimum Deletions to Make String K-Special,"['Hash Table', 'String', 'Greedy', 'Sorting', 'Counting']",Medium,"[""['Minimum Deletions to Make Character Frequencies Unique']""]",1.0,67.1493061153622,108289,161266,141,667,52,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special/
3086,,False,3086. Minimum Moves to Pick K Ones,"['Array', 'Greedy', 'Sliding Window', 'Prefix Sum']",Hard,"['[""Minimum Swaps to Group All 1\'s Together""]']",1.0,20.845206731544707,3877,18599,14,60,53,https://leetcode.com/problems/minimum-moves-to-pick-k-ones/
3087,,True,3087. Find Trending Hashtags,['Database'],Medium,['[]'],1.0,60.73556073556073,2345,3861,3,7,6,https://leetcode.com/problems/find-trending-hashtags/
3088,,True,3088. Make String Anti-palindrome,"['String', 'Greedy', 'Sorting', 'Counting Sort']",Hard,['[]'],1.0,45.98870056497175,814,1770,3,8,2,https://leetcode.com/problems/make-string-anti-palindrome/
3089,,True,3089. Find Bursty Behavior,['Database'],Medium,['[]'],1.0,37.06480985538297,2076,5601,12,10,20,https://leetcode.com/problems/find-bursty-behavior/
3090,,False,3090. Maximum Length Substring With Two Occurrences,"['Hash Table', 'String', 'Sliding Window']",Easy,['[]'],1.0,64.45776320253309,57000,88430,29,242,20,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/
3091,,False,3091. Apply Operations to Make Sum of Array Greater Than or Equal to k,"['Math', 'Greedy', 'Enumeration']",Medium,['[]'],1.0,43.71856472505549,31118,71178,31,167,18,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/
3092,,False,3092. Most Frequent IDs,"['Array', 'Hash Table', 'Heap (Priority Queue)', 'Ordered Set']",Medium,['[]'],1.0,41.97294492359445,23457,55886,27,263,38,https://leetcode.com/problems/most-frequent-ids/
3093,,False,3093. Longest Common Suffix Queries,"['Array', 'String', 'Trie']",Hard,"[""['Longest Common Prefix'"", ""'Find the Length of the Longest Common Prefix']""]",2.0,35.94143404488232,13133,36540,35,181,19,https://leetcode.com/problems/longest-common-suffix-queries/
3094,,True,3094. Guess the Number Using Bitwise Questions II,"['Bit Manipulation', 'Interactive']",Medium,['[]'],1.0,82.87243532560214,929,1121,2,14,3,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/
3095,,False,3095. Shortest Subarray With OR at Least K I,"['Array', 'Bit Manipulation', 'Sliding Window']",Easy,"[""['Minimum Size Subarray Sum'"", ""'Shortest Subarray with Sum at Least K']""]",2.0,43.43587599307091,36358,83704,15,127,21,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/
3096,,False,3096. Minimum Levels to Gain More Points,"['Array', 'Prefix Sum']",Medium,"[""['Minimum Rounds to Complete All Tasks']""]",1.0,39.64249280570063,26036,65677,33,86,30,https://leetcode.com/problems/minimum-levels-to-gain-more-points/
3097,,False,3097. Shortest Subarray With OR at Least K II,"['Array', 'Bit Manipulation', 'Sliding Window']",Medium,"[""['Maximum Size Subarray Sum Equals k'"", ""'Shortest Subarray with Sum at Least K']""]",2.0,50.201432638253706,97695,194606,186,747,71,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/
3098,,False,3098. Find the Sum of Subsequence Powers,"['Array', 'Dynamic Programming', 'Sorting']",Hard,"[""['Number of Subsequences That Satisfy the Given Sum Condition'"", ""'Closest Subsequence Sum']""]",2.0,23.954258200421304,6368,26584,14,142,6,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/
3099,,False,3099. Harshad Number,['Math'],Easy,['[]'],1.0,83.24810597550125,92631,111271,17,186,10,https://leetcode.com/problems/harshad-number/
3100,,False,3100. Water Bottles II,"['Math', 'Simulation']",Medium,"[""['Water Bottles']""]",1.0,77.9837963418716,158435,203164,260,506,98,https://leetcode.com/problems/water-bottles-ii/
3101,,False,3101. Count Alternating Subarrays,"['Array', 'Math']",Medium,['[]'],1.0,56.80894985682893,42655,75085,27,239,10,https://leetcode.com/problems/count-alternating-subarrays/
3102,,False,3102. Minimize Manhattan Distances,"['Array', 'Math', 'Geometry', 'Sorting', 'Ordered Set']",Hard,['[]'],1.0,32.2240182561567,10167,31551,21,182,15,https://leetcode.com/problems/minimize-manhattan-distances/
3103,,True,3103. Find Trending Hashtags II ,['Database'],Hard,['[]'],1.0,66.71532846715328,1371,2055,6,10,1,https://leetcode.com/problems/find-trending-hashtags-ii/
3104,,True,3104. Find Longest Self-Contained Substring,"['Hash Table', 'String', 'Binary Search', 'Prefix Sum']",Hard,"[""['Select K Disjoint Special Substrings']""]",1.0,58.447773616312936,2809,4806,6,18,5,https://leetcode.com/problems/find-longest-self-contained-substring/
3105,,False,3105. Longest Strictly Increasing or Strictly Decreasing Subarray,['Array'],Easy,['[]'],1.0,64.96466722449902,212732,327458,154,643,31,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/
3106,,False,3106. Lexicographically Smallest String After Operations With Constraint,"['String', 'Greedy']",Medium,"[""['Lexicographically Smallest String After Substring Operation']""]",1.0,62.65759897546865,28377,45289,23,163,27,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/
3107,,False,3107. Minimum Operations to Make Median of Array Equal to K,"['Array', 'Greedy', 'Sorting']",Medium,"[""['Find Median from Data Stream'"", ""'Sliding Window Median']""]",2.0,47.2417235604792,29339,62104,40,160,184,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/
3108,,False,3108. Minimum Cost Walk in Weighted Graph,"['Array', 'Bit Manipulation', 'Union Find', 'Graph']",Hard,['[]'],1.0,68.30026031106519,104427,152894,249,771,43,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/
3109,,True,3109. Find the Index of Permutation,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Medium,['[]'],1.0,34.88151658767772,736,2110,1,15,5,https://leetcode.com/problems/find-the-index-of-permutation/
3110,,False,3110. Score of a String,['String'],Easy,['[]'],1.0,91.58747711494604,399206,435874,207,777,49,https://leetcode.com/problems/score-of-a-string/
3111,,False,3111. Minimum Rectangles to Cover Points,"['Array', 'Greedy', 'Sorting']",Medium,"[""['Minimum Area Rectangle'"", ""'K Closest Points to Origin']""]",2.0,62.983548243663854,31163,49478,17,107,8,https://leetcode.com/problems/minimum-rectangles-to-cover-points/
3112,,False,3112. Minimum Time to Visit Disappearing Nodes,"['Array', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']",Medium,"[""['Find the Last Marked Nodes in Tree']""]",1.0,36.48935096396488,25305,69349,32,211,22,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/
3113,,False,3113. Find the Number of Subarrays Where Boundary Elements Are Maximum,"['Array', 'Binary Search', 'Stack', 'Monotonic Stack']",Hard,"[""['Number of Subarrays with Bounded Maximum'"", ""'Count Subarrays With Fixed Bounds'"", ""'Count Subarrays Where Max Element Appears at Least K Times']""]",3.0,31.77004894578313,13501,42496,25,250,6,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/
3114,,False,3114. Latest Time You Can Obtain After Replacing Characters,"['String', 'Enumeration']",Easy,"[""['Latest Time by Replacing Hidden Digits']""]",1.0,34.72912688845677,39470,113651,28,112,50,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/
3115,,False,3115. Maximum Prime Difference,"['Array', 'Math', 'Number Theory']",Medium,['[]'],1.0,57.82367645966884,46725,80806,28,117,16,https://leetcode.com/problems/maximum-prime-difference/
3116,,False,3116. Kth Smallest Amount With Single Denomination Combination,"['Array', 'Math', 'Binary Search', 'Bit Manipulation', 'Combinatorics', 'Number Theory']",Hard,"[""['Kth Smallest Number in Multiplication Table'"", ""'Find the Number of Possible Ways for an Event']""]",2.0,18.996315143007543,10826,56990,29,246,19,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/
3117,,False,3117. Minimum Sum of Values by Dividing Array,"['Array', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Segment Tree', 'Queue']",Hard,"[""['Minimum Cost to Split an Array'"", ""'Split With Minimum Sum'"", ""'Find Subarray With Bitwise OR Closest to K'"", ""'Find X Value of Array II']""]",4.0,27.34351855770452,6461,23629,14,135,4,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/
3118,,True,3118. Friday Purchase III ,['Database'],Medium,['[]'],1.0,55.65193819463269,2053,3689,3,4,7,https://leetcode.com/problems/friday-purchase-iii/
3119,,True,3119. Maximum Number of Potholes That Can Be Fixed,"['String', 'Greedy', 'Sorting']",Medium,['[]'],1.0,53.289473684210535,3483,6536,6,19,2,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed/
3120,,False,3120. Count the Number of Special Characters I,"['Hash Table', 'String']",Easy,"[""['Detect Capital'"", ""'Greatest English Letter in Upper and Lower Case'"", ""'Count the Number of Special Characters II']""]",3.0,66.11301918256011,59866,90551,17,164,5,https://leetcode.com/problems/count-the-number-of-special-characters-i/
3121,,False,3121. Count the Number of Special Characters II,"['Hash Table', 'String']",Medium,"[""['Detect Capital'"", ""'Greatest English Letter in Upper and Lower Case'"", ""'Count the Number of Special Characters I']""]",3.0,42.71133472228379,38541,90236,27,170,15,https://leetcode.com/problems/count-the-number-of-special-characters-ii/
3122,,False,3122. Minimum Number of Operations to Satisfy Conditions,"['Array', 'Dynamic Programming', 'Matrix']",Medium,"[""['Candy'"", ""'Distribute Candies'"", ""'Minimum Cost of Buying Candies With Discount']""]",3.0,41.170010752934175,17995,43709,38,269,12,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/
3123,,False,3123. Find Edges in Shortest Paths,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']",Hard,['[]'],1.0,46.15220635259006,17320,37528,20,292,5,https://leetcode.com/problems/find-edges-in-shortest-paths/
3124,,True,3124. Find Longest Calls,['Database'],Medium,['[]'],1.0,63.78238341968911,2462,3859,10,7,5,https://leetcode.com/problems/find-longest-calls/
3125,,True,3125. Maximum Number That Makes Result of Bitwise AND Zero,"['String', 'Greedy', 'Sorting']",Medium,['[]'],1.0,69.6396928529238,1179,1693,3,12,2,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/
3126,,True,3126. Server Utilization Time,['Database'],Medium,['[]'],1.0,61.15071283095723,2402,3928,12,9,14,https://leetcode.com/problems/server-utilization-time/
3127,,False,3127. Make a Square with the Same Color,"['Array', 'Matrix', 'Enumeration']",Easy,['[]'],1.0,52.40567726814024,32197,61438,28,88,9,https://leetcode.com/problems/make-a-square-with-the-same-color/
3128,,False,3128. Right Triangles,"['Array', 'Hash Table', 'Math', 'Combinatorics', 'Counting']",Medium,['[]'],1.0,47.733708032615866,22421,46971,22,129,23,https://leetcode.com/problems/right-triangles/
3129,,False,3129. Find All Possible Stable Binary Arrays I,"['Dynamic Programming', 'Prefix Sum']",Medium,"[""['Contiguous Array'"", ""'Binary Subarrays With Sum']""]",2.0,26.61387022113159,9544,35861,40,131,43,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/
3130,,False,3130. Find All Possible Stable Binary Arrays II,"['Dynamic Programming', 'Prefix Sum']",Hard,"[""['Contiguous Array'"", ""'Binary Subarrays With Sum']""]",2.0,26.494089678399263,4012,15143,6,66,13,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/
3131,,False,3131. Find the Integer Added to Array I,['Array'],Easy,['[]'],1.0,82.41515990660803,75892,92085,35,162,10,https://leetcode.com/problems/find-the-integer-added-to-array-i/
3132,,False,3132. Find the Integer Added to Array II,"['Array', 'Two Pointers', 'Sorting', 'Enumeration']",Medium,['[]'],1.0,32.375836836369295,24954,77074,39,173,42,https://leetcode.com/problems/find-the-integer-added-to-array-ii/
3133,,False,3133. Minimum Array End,['Bit Manipulation'],Medium,['[]'],1.0,55.43918310656139,107771,194395,163,801,98,https://leetcode.com/problems/minimum-array-end/
