id,page_number,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
904,19,False,904. Fruit Into Baskets,"['Array', 'Hash Table', 'Sliding Window']",Medium,"[""['Longest Nice Subarray'"", ""'Fruits Into Baskets II']""]",2.0,49.724829250154464,711436,1430746,295,5828,518,https://leetcode.com/problems/fruit-into-baskets/
905,19,False,905. Sort Array By Parity,"['Array', 'Two Pointers', 'Sorting']",Easy,"[""['Sort Array By Parity II'"", ""'Sort Even and Odd Indices Independently'"", ""'Largest Number After Digit Swaps by Parity']""]",3.0,76.35384122245583,950432,1244773,86,5601,156,https://leetcode.com/problems/sort-array-by-parity/
906,19,False,906. Super Palindromes,"['Math', 'String', 'Enumeration']",Hard,['[]'],1.0,39.63488843813388,27356,69020,7,373,423,https://leetcode.com/problems/super-palindromes/
907,19,False,907. Sum of Subarray Minimums,"['Array', 'Dynamic Programming', 'Stack', 'Monotonic Stack']",Medium,"[""['Sum of Subarray Ranges'"", ""'Sum of Total Strength of Wizards']""]",2.0,37.98317201850808,393373,1035654,329,8923,710,https://leetcode.com/problems/sum-of-subarray-minimums/
908,19,False,908. Smallest Range I,"['Array', 'Math']",Easy,['[]'],1.0,72.44157473059104,113202,156266,50,764,2084,https://leetcode.com/problems/smallest-range-i/
909,19,False,909. Snakes and Ladders,"['Array', 'Breadth-First Search', 'Matrix']",Medium,"[""['Most Profitable Path in a Tree']""]",1.0,47.956278805346216,339107,707117,369,3578,1301,https://leetcode.com/problems/snakes-and-ladders/
910,19,False,910. Smallest Range II,"['Array', 'Math', 'Greedy', 'Sorting']",Medium,['[]'],1.0,37.44218138314569,63220,168847,26,1704,467,https://leetcode.com/problems/smallest-range-ii/
911,19,False,911. Online Election,"['Array', 'Hash Table', 'Binary Search', 'Design']",Medium,"[""['Rank Teams by Votes']""]",1.0,52.31057035958073,73262,140052,37,1071,674,https://leetcode.com/problems/online-election/
912,19,False,912. Sort an Array,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Merge Sort', 'Bucket Sort', 'Radix Sort', 'Counting Sort']",Medium,['[]'],1.0,56.15178058998679,998934,1778987,369,6977,833,https://leetcode.com/problems/sort-an-array/
913,19,False,913. Cat and Mouse,"['Math', 'Dynamic Programming', 'Graph', 'Topological Sort', 'Memoization', 'Game Theory']",Hard,"[""['Cat and Mouse II']""]",1.0,34.05374483759348,24407,71672,34,993,178,https://leetcode.com/problems/cat-and-mouse/
914,19,False,914. X of a Kind in a Deck of Cards,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']",Easy,['[]'],1.0,29.939238718371257,147525,492748,51,1874,564,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
915,19,False,915. Partition Array into Disjoint Intervals,['Array'],Medium,"[""['Sum of Beauty in the Array'"", ""'Optimal Partition of String'"", ""'Minimum Index of a Valid Split'"", ""'Maximum Strength of K Disjoint Subarrays']""]",4.0,49.187778850418766,94261,191635,29,1747,83,https://leetcode.com/problems/partition-array-into-disjoint-intervals/
916,19,False,916. Word Subsets,"['Array', 'Hash Table', 'String']",Medium,['[]'],1.0,55.83176356651022,262306,469815,188,3521,315,https://leetcode.com/problems/word-subsets/
917,19,False,917. Reverse Only Letters,"['Two Pointers', 'String']",Easy,"[""['Faulty Keyboard']""]",1.0,67.47267737748447,295781,438371,40,2400,82,https://leetcode.com/problems/reverse-only-letters/
918,19,False,918. Maximum Sum Circular Subarray,"['Array', 'Divide and Conquer', 'Dynamic Programming', 'Queue', 'Monotonic Queue']",Medium,['[]'],1.0,48.51041945454641,369760,762228,106,7131,333,https://leetcode.com/problems/maximum-sum-circular-subarray/
919,19,False,919. Complete Binary Tree Inserter,"['Tree', 'Breadth-First Search', 'Design', 'Binary Tree']",Medium,['[]'],1.0,64.79375628791804,63758,98402,13,1147,120,https://leetcode.com/problems/complete-binary-tree-inserter/
920,19,False,920. Number of Music Playlists,"['Math', 'Dynamic Programming', 'Combinatorics']",Hard,"[""['Count the Number of Good Subsequences']""]",1.0,59.97217141159733,76720,127926,51,2442,201,https://leetcode.com/problems/number-of-music-playlists/
921,19,False,921. Minimum Add to Make Parentheses Valid,"['String', 'Stack', 'Greedy']",Medium,"[""['Minimum Number of Swaps to Make the String Balanced']""]",1.0,74.4912374912341,657515,882675,225,4848,245,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
922,19,False,922. Sort Array By Parity II,"['Array', 'Two Pointers', 'Sorting']",Easy,"[""['Sort Array By Parity'"", ""'Rearrange Array Elements by Sign'"", ""'Sort Even and Odd Indices Independently'"", ""'Largest Number After Digit Swaps by Parity'"", ""'Find the Number of K-Even Arrays']""]",5.0,71.08535239091279,318097,447486,22,2753,103,https://leetcode.com/problems/sort-array-by-parity-ii/
923,19,False,923. 3Sum With Multiplicity,"['Array', 'Hash Table', 'Two Pointers', 'Sorting', 'Counting']",Medium,['[]'],1.0,45.95809864590466,116109,252641,20,2668,328,https://leetcode.com/problems/3sum-with-multiplicity/
924,19,False,924. Minimize Malware Spread,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard,['[]'],1.0,42.71935302373607,69093,161737,58,1092,644,https://leetcode.com/problems/minimize-malware-spread/
925,19,False,925. Long Pressed Name,"['Two Pointers', 'String']",Easy,"[""['Maximum Matching of Players With Trainers']""]",1.0,32.653213357793895,179593,550001,90,2559,402,https://leetcode.com/problems/long-pressed-name/
926,19,False,926. Flip String to Monotone Increasing,"['String', 'Dynamic Programming']",Medium,"[""['Minimum Cost to Make All Characters Equal']""]",1.0,61.70830297760335,210059,340407,78,4539,183,https://leetcode.com/problems/flip-string-to-monotone-increasing/
927,19,False,927. Three Equal Parts,"['Array', 'Math']",Hard,['[]'],1.0,40.90205749377433,33835,82722,7,849,124,https://leetcode.com/problems/three-equal-parts/
928,19,False,928. Minimize Malware Spread II,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard,['[]'],1.0,45.153016520367686,28343,62771,15,704,91,https://leetcode.com/problems/minimize-malware-spread-ii/
929,19,False,929. Unique Email Addresses,"['Array', 'Hash Table', 'String']",Easy,['[]'],1.0,67.6944760007047,557155,823044,32,2779,360,https://leetcode.com/problems/unique-email-addresses/
930,19,False,930. Binary Subarrays With Sum,"['Array', 'Hash Table', 'Sliding Window', 'Prefix Sum']",Medium,"[""['Count Subarrays With Score Less Than K'"", ""'Ways to Split Array Into Good Subarrays'"", ""'Find All Possible Stable Binary Arrays I'"", ""'Find All Possible Stable Binary Arrays II']""]",4.0,67.29393949187208,437274,649797,174,4592,158,https://leetcode.com/problems/binary-subarrays-with-sum/
931,19,False,931. Minimum Falling Path Sum,"['Array', 'Dynamic Programming', 'Matrix']",Medium,"[""['Minimum Falling Path Sum II']""]",1.0,60.88698776216424,608080,998704,243,6850,169,https://leetcode.com/problems/minimum-falling-path-sum/
932,19,False,932. Beautiful Array,"['Array', 'Math', 'Divide and Conquer']",Medium,['[]'],1.0,67.42601171560932,52833,78357,38,1129,1563,https://leetcode.com/problems/beautiful-array/
933,19,False,933. Number of Recent Calls,"['Design', 'Queue', 'Data Stream']",Easy,['[]'],1.0,77.80972544734325,455713,585675,175,775,1138,https://leetcode.com/problems/number-of-recent-calls/
934,19,False,934. Shortest Bridge,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium,"[""['Minimum Number of Operations to Make X and Y Equal']""]",1.0,58.97463911612471,259098,439338,90,5688,219,https://leetcode.com/problems/shortest-bridge/
935,19,False,935. Knight Dialer,['Dynamic Programming'],Medium,['[]'],1.0,61.48064341270941,195083,317308,80,3163,450,https://leetcode.com/problems/knight-dialer/
936,19,False,936. Stamping The Sequence,"['String', 'Stack', 'Greedy', 'Queue']",Hard,['[]'],1.0,62.022471910112365,62652,101015,18,1570,222,https://leetcode.com/problems/stamping-the-sequence/
937,19,False,937. Reorder Data in Log Files,"['Array', 'String', 'Sorting']",Medium,['[]'],1.0,56.848565623821976,402650,708286,33,2183,4413,https://leetcode.com/problems/reorder-data-in-log-files/
938,19,False,938. Range Sum of BST,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy,['[]'],1.0,87.52136197898724,1295692,1480430,154,7182,388,https://leetcode.com/problems/range-sum-of-bst/
939,19,False,939. Minimum Area Rectangle,"['Array', 'Hash Table', 'Math', 'Geometry', 'Sorting']",Medium,"[""['Minimum Rectangles to Cover Points'"", ""'Maximum Area Rectangle With Point Constraints I'"", ""'Maximum Area Rectangle With Point Constraints II']""]",3.0,55.1524852786135,171586,311112,25,2083,295,https://leetcode.com/problems/minimum-area-rectangle/
940,19,False,940. Distinct Subsequences II,"['String', 'Dynamic Programming']",Hard,"[""['Number of Unique Good Subsequences'"", ""'Count K-Subsequences of a String With Maximum Beauty']""]",2.0,43.770661622303294,48592,111015,12,1806,39,https://leetcode.com/problems/distinct-subsequences-ii/
941,19,False,941. Valid Mountain Array,['Array'],Easy,"[""['Minimum Number of Removals to Make Mountain Array'"", ""'Beautiful Towers I']""]",2.0,34.54968557385345,520233,1505757,59,3081,199,https://leetcode.com/problems/valid-mountain-array/
942,19,False,942. DI String Match,"['Array', 'Two Pointers', 'String', 'Greedy']",Easy,"[""['Construct Smallest Number From DI String']""]",1.0,80.50306687772061,195294,242592,59,2577,1068,https://leetcode.com/problems/di-string-match/
943,19,False,943. Find the Shortest Superstring,"['Array', 'String', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard,"[""['Maximum Rows Covered by Columns'"", ""'Find the Minimum Cost Array Permutation'"", ""'Find the Shortest Superstring II']""]",3.0,44.71830053240802,33765,75506,27,1504,152,https://leetcode.com/problems/find-the-shortest-superstring/
944,19,False,944. Delete Columns to Make Sorted,"['Array', 'String']",Easy,['[]'],1.0,74.89200711482538,212208,283352,107,1763,2907,https://leetcode.com/problems/delete-columns-to-make-sorted/
945,19,False,945. Minimum Increment to Make Array Unique,"['Array', 'Greedy', 'Sorting', 'Counting']",Medium,"[""['Minimum Operations to Make the Array Increasing'"", ""'Maximum Product After K Increments'"", ""'Minimum Number of Operations to Make Elements in Array Distinct']""]",3.0,60.45802442366337,262093,433513,151,2753,84,https://leetcode.com/problems/minimum-increment-to-make-array-unique/
946,19,False,946. Validate Stack Sequences,"['Array', 'Stack', 'Simulation']",Medium,['[]'],1.0,69.91978451221004,354064,506386,47,6061,129,https://leetcode.com/problems/validate-stack-sequences/
947,19,False,947. Most Stones Removed with Same Row or Column,"['Hash Table', 'Depth-First Search', 'Union Find', 'Graph']",Medium,"[""['Minimum Moves to Get a Peaceful Board']""]",1.0,62.481340467285015,372519,596209,187,6294,705,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/
948,19,False,948. Bag of Tokens,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,['[]'],1.0,59.32684848400388,255427,430542,117,3411,544,https://leetcode.com/problems/bag-of-tokens/
949,19,False,949. Largest Time for Given Digits,"['Array', 'String', 'Backtracking', 'Enumeration']",Medium,"[""['Number of Valid Clock Times']""]",1.0,35.67386757585308,99610,279224,11,739,1071,https://leetcode.com/problems/largest-time-for-given-digits/
950,19,False,950. Reveal Cards In Increasing Order,"['Array', 'Queue', 'Sorting', 'Simulation']",Medium,['[]'],1.0,83.44660032369052,225314,270010,226,3629,696,https://leetcode.com/problems/reveal-cards-in-increasing-order/
951,20,False,951. Flip Equivalent Binary Trees,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,['[]'],1.0,69.63788968186574,261600,375658,112,2868,120,https://leetcode.com/problems/flip-equivalent-binary-trees/
952,20,False,952. Largest Component Size by Common Factor,"['Array', 'Hash Table', 'Math', 'Union Find', 'Number Theory']",Hard,"[""['Groups of Strings'"", ""'Distinct Prime Factors of Product of Array']""]",2.0,41.56940969639597,61477,147890,16,1704,95,https://leetcode.com/problems/largest-component-size-by-common-factor/
953,20,False,953. Verifying an Alien Dictionary,"['Array', 'Hash Table', 'String']",Easy,['[]'],1.0,55.72000505627076,564221,1012601,153,5018,1674,https://leetcode.com/problems/verifying-an-alien-dictionary/
954,20,False,954. Array of Doubled Pairs,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium,"[""['Find Original Array From Doubled Array']""]",1.0,39.55679083004696,100907,255094,17,1564,183,https://leetcode.com/problems/array-of-doubled-pairs/
955,20,False,955. Delete Columns to Make Sorted II,"['Array', 'String', 'Greedy']",Medium,['[]'],1.0,35.943360122464604,23480,65325,14,686,96,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/
956,20,False,956. Tallest Billboard,"['Array', 'Dynamic Programming']",Hard,"[""['Partition Array Into Two Arrays to Minimize Sum Difference']""]",1.0,51.84623479525828,67004,129236,78,2441,61,https://leetcode.com/problems/tallest-billboard/
957,20,False,957. Prison Cells After N Days,"['Array', 'Hash Table', 'Math', 'Bit Manipulation']",Medium,['[]'],1.0,39.0133830607656,172809,442948,28,1547,1778,https://leetcode.com/problems/prison-cells-after-n-days/
958,20,False,958. Check Completeness of a Binary Tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium,['[]'],1.0,58.73529876912751,304537,518492,55,4483,62,https://leetcode.com/problems/check-completeness-of-a-binary-tree/
959,20,False,959. Regions Cut By Slashes,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,['[]'],1.0,77.61147654081724,147371,189883,236,3966,863,https://leetcode.com/problems/regions-cut-by-slashes/
960,20,False,960. Delete Columns to Make Sorted III,"['Array', 'String', 'Dynamic Programming']",Hard,['[]'],1.0,59.27404597930599,17816,30057,6,624,14,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/
961,20,False,961. N-Repeated Element in Size 2N Array,"['Array', 'Hash Table']",Easy,['[]'],1.0,77.73085088822735,273125,351373,18,1400,334,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/
962,20,False,962. Maximum Width Ramp,"['Array', 'Two Pointers', 'Stack', 'Monotonic Stack']",Medium,['[]'],1.0,55.76970054331804,198621,356145,194,2800,95,https://leetcode.com/problems/maximum-width-ramp/
963,20,False,963. Minimum Area Rectangle II,"['Array', 'Hash Table', 'Math', 'Geometry']",Medium,['[]'],1.0,55.705251580973325,34442,61829,17,410,482,https://leetcode.com/problems/minimum-area-rectangle-ii/
964,20,False,964. Least Operators to Express Number,"['Math', 'Dynamic Programming', 'Memoization']",Hard,['[]'],1.0,48.50472620599739,11905,24544,4,326,71,https://leetcode.com/problems/least-operators-to-express-number/
965,20,False,965. Univalued Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"[""['Find All The Lonely Nodes']""]",1.0,72.49451149521357,260205,358931,19,1964,68,https://leetcode.com/problems/univalued-binary-tree/
966,20,False,966. Vowel Spellchecker,"['Array', 'Hash Table', 'String']",Medium,['[]'],1.0,61.52393494195165,134551,218697,167,829,994,https://leetcode.com/problems/vowel-spellchecker/
967,20,False,967. Numbers With Same Consecutive Differences,"['Backtracking', 'Breadth-First Search']",Medium,['[]'],1.0,58.92202462380301,150752,255850,14,2867,200,https://leetcode.com/problems/numbers-with-same-consecutive-differences/
968,20,False,968. Binary Tree Cameras,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard,"[""['Distribute Coins in Binary Tree'"", ""'Choose Edges to Maximize Score in a Tree']""]",2.0,47.46196204630329,174620,367917,30,5585,87,https://leetcode.com/problems/binary-tree-cameras/
969,20,False,969. Pancake Sorting,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,['[]'],1.0,71.44425924110207,109298,152984,39,1578,1560,https://leetcode.com/problems/pancake-sorting/
970,20,False,970. Powerful Integers,"['Hash Table', 'Math', 'Enumeration']",Medium,"[""['Count the Number of Powerful Integers']""]",1.0,44.339284947237296,61934,139682,16,417,85,https://leetcode.com/problems/powerful-integers/
971,20,False,971. Flip Binary Tree To Match Preorder Traversal,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,['[]'],1.0,51.37635624361289,47256,91981,9,990,282,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/
972,20,False,972. Equal Rational Numbers,"['Math', 'String']",Hard,['[]'],1.0,45.258050286722536,9234,20403,3,104,218,https://leetcode.com/problems/equal-rational-numbers/
973,20,False,973. K Closest Points to Origin,"['Array', 'Math', 'Divide and Conquer', 'Geometry', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",Medium,"[""['Kth Largest Element in an Array'"", ""'Top K Frequent Elements'"", ""'Top K Frequent Words'"", ""'Find Nearest Point That Has the Same X or Y Coordinate'"", ""'Minimum Rectangles to Cover Points'"", ""'K-th Nearest Obstacle Queries']""]",6.0,68.36085839958473,1601408,2342584,73,8908,333,https://leetcode.com/problems/k-closest-points-to-origin/
974,20,False,974. Subarray Sums Divisible by K,"['Array', 'Hash Table', 'Prefix Sum']",Medium,"[""['Subarray Sum Equals K'"", ""'Make Sum Divisible by P'"", ""'Count Number of Bad Pairs'"", ""'Find the Divisibility Array of a String'"", ""'Count of Interesting Subarrays'"", ""'Maximum Subarray Sum With Length Divisible by K']""]",6.0,55.752399383098606,432714,776135,203,7646,339,https://leetcode.com/problems/subarray-sums-divisible-by-k/
975,20,False,975. Odd Even Jump,"['Array', 'Dynamic Programming', 'Stack', 'Sorting', 'Monotonic Stack', 'Ordered Set']",Hard,['[]'],1.0,40.8653472554529,99916,244502,67,2097,529,https://leetcode.com/problems/odd-even-jump/
976,20,False,976. Largest Perimeter Triangle,"['Array', 'Math', 'Greedy', 'Sorting']",Easy,"[""['Largest Triangle Area']""]",1.0,61.48305886661117,399592,649923,152,3358,439,https://leetcode.com/problems/largest-perimeter-triangle/
977,20,False,977. Squares of a Sorted Array,"['Array', 'Two Pointers', 'Sorting']",Easy,"[""['Merge Sorted Array'"", ""'Sort Transformed Array']""]",2.0,73.35502337297642,2371886,3233434,148,9862,261,https://leetcode.com/problems/squares-of-a-sorted-array/
978,20,False,978. Longest Turbulent Subarray,"['Array', 'Dynamic Programming', 'Sliding Window']",Medium,"[""['Maximum Subarray'"", ""'Longest Alternating Subarray']""]",2.0,48.413921008307945,127911,264203,33,2083,254,https://leetcode.com/problems/longest-turbulent-subarray/
979,20,False,979. Distribute Coins in Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Sum of Distances in Tree'"", ""'Binary Tree Cameras']""]",2.0,77.21715293012149,218583,283076,200,6010,245,https://leetcode.com/problems/distribute-coins-in-binary-tree/
980,20,False,980. Unique Paths III,"['Array', 'Backtracking', 'Bit Manipulation', 'Matrix']",Hard,"[""['Sudoku Solver'"", ""'Unique Paths II'"", ""'Word Search II']""]",3.0,82.5676620054686,243388,294774,110,5416,196,https://leetcode.com/problems/unique-paths-iii/
981,20,False,981. Time Based Key-Value Store,"['Hash Table', 'String', 'Binary Search', 'Design']",Medium,"[""['Stock Price Fluctuation ']""]",1.0,49.549762978847305,648374,1308529,147,5148,698,https://leetcode.com/problems/time-based-key-value-store/
982,20,False,982. Triples with Bitwise AND Equal To Zero,"['Array', 'Hash Table', 'Bit Manipulation']",Hard,['[]'],1.0,59.74214635917923,23030,38549,11,476,222,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/
983,20,False,983. Minimum Cost For Tickets,"['Array', 'Dynamic Programming']",Medium,"[""['Coin Change'"", ""'Most Expensive Item That Can Not Be Bought']""]",2.0,67.39745572342582,450645,668638,270,8694,185,https://leetcode.com/problems/minimum-cost-for-tickets/
984,20,False,984. String Without AAA or BBB,"['String', 'Greedy']",Medium,['[]'],1.0,44.73429277781653,57722,129033,16,859,376,https://leetcode.com/problems/string-without-aaa-or-bbb/
985,20,False,985. Sum of Even Numbers After Queries,"['Array', 'Simulation']",Medium,['[]'],1.0,68.65108517218549,151388,220518,17,2122,323,https://leetcode.com/problems/sum-of-even-numbers-after-queries/
986,20,False,986. Interval List Intersections,"['Array', 'Two Pointers', 'Line Sweep']",Medium,"[""['Merge Intervals'"", ""'Merge Sorted Array'"", ""'Employee Free Time'"", ""'Maximum Matching of Players With Trainers']""]",4.0,72.81655098395801,537341,737938,37,5833,128,https://leetcode.com/problems/interval-list-intersections/
987,20,False,987. Vertical Order Traversal of a Binary Tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Sorting', 'Binary Tree']",Hard,['[]'],1.0,52.45480007935941,653045,1244965,209,8410,4384,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
988,20,False,988. Smallest String Starting From Leaf,"['String', 'Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Sum Root to Leaf Numbers'"", ""'Binary Tree Paths']""]",2.0,60.98355037697053,213539,350159,156,2384,336,https://leetcode.com/problems/smallest-string-starting-from-leaf/
989,20,False,989. Add to Array-Form of Integer,"['Array', 'Math']",Easy,"[""['Add Two Numbers'"", ""'Plus One'"", ""'Add Binary'"", ""'Add Strings']""]",4.0,45.13872973076852,317091,702478,159,3603,314,https://leetcode.com/problems/add-to-array-form-of-integer/
990,20,False,990. Satisfiability of Equality Equations,"['Array', 'String', 'Union Find', 'Graph']",Medium,['[]'],1.0,51.31599653788653,156522,305016,42,3958,67,https://leetcode.com/problems/satisfiability-of-equality-equations/
991,20,False,991. Broken Calculator,"['Math', 'Greedy']",Medium,"[""['2 Keys Keyboard'"", ""'Minimum Operations to Make the Integer Zero']""]",2.0,55.55005804106643,116764,210196,38,2804,214,https://leetcode.com/problems/broken-calculator/
992,20,False,992. Subarrays with K Different Integers,"['Array', 'Hash Table', 'Sliding Window', 'Counting']",Hard,"[""['Longest Substring Without Repeating Characters'"", ""'Longest Substring with At Most Two Distinct Characters'"", ""'Longest Substring with At Most K Distinct Characters'"", ""'Count Vowel Substrings of a String'"", ""'Number of Unique Flavors After Sharing K Candies'"", ""'K Divisible Elements Subarrays'"", ""'Count Complete Subarrays in an Array']""]",7.0,66.88015159064248,340948,509789,196,6712,111,https://leetcode.com/problems/subarrays-with-k-different-integers/
993,20,False,993. Cousins in Binary Tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy,"[""['Binary Tree Level Order Traversal'"", ""'Cousins in Binary Tree II']""]",2.0,58.64777971301231,334366,570127,89,4272,229,https://leetcode.com/problems/cousins-in-binary-tree/
994,20,False,994. Rotting Oranges,"['Array', 'Breadth-First Search', 'Matrix']",Medium,"[""['Walls and Gates'"", ""'Battleships in a Board'"", ""'Detonate the Maximum Bombs'"", ""'Escape the Spreading Fire']""]",4.0,57.4640464391163,1410245,2454136,236,14520,460,https://leetcode.com/problems/rotting-oranges/
995,20,False,995. Minimum Number of K Consecutive Bit Flips,"['Array', 'Bit Manipulation', 'Queue', 'Sliding Window', 'Prefix Sum']",Hard,"[""['Bulb Switcher'"", ""'Minimum Time to Remove All Cars Containing Illegal Goods'"", ""'Number of Distinct Binary Strings After Applying Operations'"", ""'Minimum Operations to Make Binary Array Elements Equal to One I'"", ""'Smallest Number With All Set Bits']""]",5.0,62.232132801765886,138146,221985,124,2038,90,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/
996,20,False,996. Number of Squareful Arrays,"['Array', 'Hash Table', 'Math', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard,"[""['Permutations II']""]",1.0,50.77752100386601,47021,92602,17,1025,46,https://leetcode.com/problems/number-of-squareful-arrays/
997,20,False,997. Find the Town Judge,"['Array', 'Hash Table', 'Graph']",Easy,"[""['Find the Celebrity']""]",1.0,50.25923705955388,704341,1401411,258,6870,626,https://leetcode.com/problems/find-the-town-judge/
998,20,False,998. Maximum Binary Tree II,"['Tree', 'Binary Tree']",Medium,"[""['Maximum Binary Tree']""]",1.0,69.76243299703648,43078,61750,34,561,801,https://leetcode.com/problems/maximum-binary-tree-ii/
999,20,False,999. Available Captures for Rook,"['Array', 'Matrix', 'Simulation']",Easy,"[""['Count Unguarded Cells in the Grid'"", ""'Minimum Moves to Capture The Queen'"", ""'Maximum Value Sum by Placing Three Rooks II'"", ""'Maximum Value Sum by Placing Three Rooks I']""]",4.0,70.73683844495446,81370,115032,30,770,643,https://leetcode.com/problems/available-captures-for-rook/
1000,20,False,1000. Minimum Cost to Merge Stones,"['Array', 'Dynamic Programming', 'Prefix Sum']",Hard,"[""['Burst Balloons'"", ""'Minimum Cost to Connect Sticks']""]",2.0,44.90685543964232,48212,107360,23,2597,115,https://leetcode.com/problems/minimum-cost-to-merge-stones/
1001,21,False,1001. Grid Illumination,"['Array', 'Hash Table']",Hard,"[""['N-Queens']""]",1.0,38.563389606090695,25630,66462,20,642,159,https://leetcode.com/problems/grid-illumination/
1002,21,False,1002. Find Common Characters,"['Array', 'Hash Table', 'String']",Easy,"[""['Intersection of Two Arrays II']""]",1.0,74.58889988829048,410638,550535,311,4451,432,https://leetcode.com/problems/find-common-characters/
1003,21,False,1003. Check If Word Is Valid After Substitutions,"['String', 'Stack']",Medium,"[""['Valid Parentheses']""]",1.0,60.662079198177125,80134,132099,19,1066,472,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/
1004,21,False,1004. Max Consecutive Ones III,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Medium,"[""['Longest Substring with At Most K Distinct Characters'"", ""'Longest Repeating Character Replacement'"", ""'Max Consecutive Ones'"", ""'Max Consecutive Ones II'"", '""Longest Subarray of 1\'s After Deleting One Element""', ""'Maximize the Confusion of an Exam'"", ""'Minimum Recolors to Get K Consecutive Black Blocks'"", ""'Longest Nice Subarray'"", ""'Maximum Sum of Distinct Subarrays With Length K'"", ""'Maximum Enemy Forts That Can Be Captured']""]",10.0,66.74830363270297,1174911,1760208,150,9945,174,https://leetcode.com/problems/max-consecutive-ones-iii/
1005,21,False,1005. Maximize Sum Of Array After K Negations,"['Array', 'Greedy', 'Sorting']",Easy,"[""['Find Subsequence of Length K With the Largest Sum']""]",1.0,52.97014856022878,125401,236739,45,1666,123,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/
1006,21,False,1006. Clumsy Factorial,"['Math', 'Stack', 'Simulation']",Medium,"[""['Count the Number of Computer Unlocking Permutations']""]",1.0,59.93862267019539,42578,71036,16,423,364,https://leetcode.com/problems/clumsy-factorial/
1007,21,False,1007. Minimum Domino Rotations For Equal Row,"['Array', 'Greedy']",Medium,['[]'],1.0,56.50425331404425,315978,559211,171,3280,270,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/
1008,21,False,1008. Construct Binary Search Tree from Preorder Traversal,"['Array', 'Stack', 'Tree', 'Binary Search Tree', 'Monotonic Stack', 'Binary Tree']",Medium,['[]'],1.0,83.79782283139366,499130,595636,62,6628,92,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
1009,21,False,1009. Complement of Base 10 Integer,['Bit Manipulation'],Easy,['[]'],1.0,60.64579722234792,308245,508271,27,2565,122,https://leetcode.com/problems/complement-of-base-10-integer/
1010,21,False,1010. Pairs of Songs With Total Durations Divisible by 60,"['Array', 'Hash Table', 'Counting']",Medium,"[""['Destroy Sequential Targets'"", ""'Count Pairs That Form a Complete Day II']""]",2.0,53.33992144938553,315759,591972,33,4307,181,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/
