id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
3447,False,Clear Digits,"['String', 'Stack', 'Simulation']",Easy,[],0,82.58462003666396,262188,317478,171,662,26,https://leetcode.com/problems/clear-digits/
3413,False,Find The First Player to win K Games in a Row,"['Array', 'Simulation']",Medium,[],0,39.74399926987314,34838,87656,37,132,16,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/
3456,False,Find the Maximum Length of a Good Subsequence I,"['Array', 'Hash Table', 'Dynamic Programming']",Medium,"['Longest Increasing Subsequence', 'Maximum Length of Repeated Subarray']",2,32.00981388461427,22049,68882,64,159,92,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/
3452,False,Find the Maximum Length of a Good Subsequence II,"['Array', 'Hash Table', 'Dynamic Programming']",Hard,"['Longest Increasing Subsequence', 'Maximum Length of Repeated Subarray']",2,24.26572266165164,8773,36157,14,136,10,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/
3450,False,Find the Child Who Has the Ball After K Seconds,"['Math', 'Simulation']",Easy,['Find the Losers of the Circular Game'],1,61.75390517950123,56335,91225,21,170,11,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/
3422,False,Find the N-th Value After K Seconds,"['Array', 'Math', 'Simulation', 'Combinatorics', 'Prefix Sum']",Medium,['Left and Right Sum Differences'],1,53.67613390260504,43373,80805,21,112,21,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds/
3442,False,Maximum Total Reward Using Operations I,"['Array', 'Dynamic Programming']",Medium,[],0,30.304995419407305,29441,97149,68,205,17,https://leetcode.com/problems/maximum-total-reward-using-operations-i/
3443,False,Maximum Total Reward Using Operations II,"['Array', 'Dynamic Programming', 'Bit Manipulation']",Hard,[],0,20.967277863513903,8016,38231,23,130,32,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/
3488,True,Find Top Scoring Students,['Database'],Medium,[],0,49.11045943304008,2512,5115,3,14,3,https://leetcode.com/problems/find-top-scoring-students/
3489,True,The Number of Ways to Make the Sum,"['Array', 'Dynamic Programming']",Medium,"['Combination Sum', 'Climbing Stairs', 'Coin Change II']",3,51.254705144291094,1634,3188,4,18,1,https://leetcode.com/problems/the-number-of-ways-to-make-the-sum/
3421,False,Count Pairs That Form a Complete Day I,"['Array', 'Hash Table', 'Counting']",Easy,['Check If Array Pairs Are Divisible by k'],1,77.78164570732345,71500,91924,17,147,10,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/
3418,False,Count Pairs That Form a Complete Day II,"['Array', 'Hash Table', 'Counting']",Medium,"['Pairs of Songs With Total Durations Divisible by 60', 'Check If Array Pairs Are Divisible by k']",2,43.280905592707434,46340,107068,24,184,12,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii/
3437,False,Maximum Total Damage With Spell Casting,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Dynamic Programming', 'Sorting', 'Counting']",Medium,[],0,28.38310038119441,32166,113328,96,295,34,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/
3438,False,Peaks in Array,"['Array', 'Binary Indexed Tree', 'Segment Tree']",Hard,[],0,26.4032460631823,10932,41404,16,135,10,https://leetcode.com/problems/peaks-in-array/
3503,True,Find Top Scoring Students II,['Database'],Hard,[],0,39.858728557013116,1975,4955,12,7,7,https://leetcode.com/problems/find-top-scoring-students-ii/
3504,True,Minimum Moves to Get a Peaceful Board,"['Array', 'Greedy', 'Sorting', 'Counting Sort']",Medium,"['Transform to Chessboard', 'Most Stones Removed with Same Row or Column']",2,75.95949697860526,4651,6123,12,60,13,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board/
3476,False,Find Minimum Operations to Make All Elements Divisible by Three,"['Array', 'Math']",Easy,['Minimum Moves to Equal Array Elements'],1,89.00981716420321,137724,154729,51,229,22,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/
3475,False,Minimum Operations to Make Binary Array Elements Equal to One I,"['Array', 'Bit Manipulation', 'Queue', 'Sliding Window', 'Prefix Sum']",Medium,['Minimum Number of K Consecutive Bit Flips'],1,80.46829384545111,202591,251765,275,647,34,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/
3477,False,Minimum Operations to Make Binary Array Elements Equal to One II,"['Array', 'Dynamic Programming', 'Greedy']",Medium,['Minimum Suffix Flips'],1,64.44917757532414,41455,64322,32,150,9,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/
3460,False,Count the Number of Inversions,"['Array', 'Dynamic Programming']",Hard,['K Inverse Pairs Array'],1,28.670682346942026,8995,31376,23,160,29,https://leetcode.com/problems/count-the-number-of-inversions/
3471,False,Minimum Average of Smallest and Largest Elements,"['Array', 'Two Pointers', 'Sorting']",Easy,['Number of Distinct Averages'],1,85.082944530845,98473,115736,25,186,15,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/
3461,False,Find the Minimum Area to Cover All Ones I,"['Array', 'Matrix']",Medium,['Smallest Rectangle Enclosing Black Pixels'],1,78.01527891961018,162271,207999,132,477,32,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i/
3464,False,Maximize Total Cost of Alternating Subarrays,"['Array', 'Dynamic Programming']",Medium,[],0,29.141754377656486,24614,84463,59,189,29,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/
3459,False,Find the Minimum Area to Cover All Ones II,"['Array', 'Matrix', 'Enumeration']",Hard,['Smallest Rectangle Enclosing Black Pixels'],1,63.74053467772711,63469,99574,142,389,66,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/
3505,True,Find Cities in Each State,['Database'],Easy,[],0,80.64024390243902,3174,3936,4,8,2,https://leetcode.com/problems/find-cities-in-each-state/
3506,True,Count Triplets with Even XOR Set Bits I,"['Array', 'Bit Manipulation']",Easy,[],0,83.1331592689295,1592,1915,2,9,3,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i/
3469,False,Maximum Height of a Triangle,"['Array', 'Enumeration']",Easy,[],0,43.73038332904554,42495,97175,50,158,28,https://leetcode.com/problems/maximum-height-of-a-triangle/
3490,False,Find the Maximum Length of Valid Subsequence I,"['Array', 'Dynamic Programming']",Medium,"['Longest Increasing Subsequence', 'Length of the Longest Subsequence That Sums to Target']",2,54.817319046923195,138798,253201,191,626,55,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-i/
3491,False,Find the Maximum Length of Valid Subsequence II,"['Array', 'Dynamic Programming']",Medium,"['Longest Increasing Subsequence', 'Length of the Longest Subsequence That Sums to Target']",2,57.284529286468825,99238,173237,139,630,53,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii/
3439,False,Find Minimum Diameter After Merging Two Trees,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Hard,"['Minimum Height Trees', 'Tree Diameter', 'Maximize the Number of Target Nodes After Connecting Trees I', 'Maximize the Number of Target Nodes After Connecting Trees II', 'Maximize Sum of Weights after Edge Removals']",5,57.17891257249641,76801,134317,184,682,39,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/
3512,True,Bitwise User Permissions Analysis,['Database'],Medium,[],0,93.73638344226579,1721,1836,3,8,3,https://leetcode.com/problems/bitwise-user-permissions-analysis/
3513,True,Maximum Array Hopping Score I,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']",Medium,[],0,77.55172413793103,2249,2900,5,26,1,https://leetcode.com/problems/maximum-array-hopping-score-i/
3463,False,Alternating Groups I,"['Array', 'Sliding Window']",Easy,[],0,68.22746837094039,68003,99671,25,157,9,https://leetcode.com/problems/alternating-groups-i/
3264,False,Maximum Points After Enemy Battles,"['Array', 'Greedy']",Medium,[],0,32.747974404088176,29222,89233,54,122,42,https://leetcode.com/problems/maximum-points-after-enemy-battles/
3483,False,Alternating Groups II,"['Array', 'Sliding Window']",Medium,[],0,59.796005262895434,155884,260693,180,746,72,https://leetcode.com/problems/alternating-groups-ii/
3466,False,Number of Subarrays With AND Value of K,"['Array', 'Binary Search', 'Bit Manipulation', 'Segment Tree']",Hard,[],0,34.418981844817665,13157,38226,18,167,7,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k/
3468,False,Find the Encrypted String,['String'],Easy,[],0,68.05831258993183,64799,95211,18,106,10,https://leetcode.com/problems/find-the-encrypted-string/
3453,False,Generate Binary Strings Without Adjacent Zeros,"['String', 'Backtracking', 'Bit Manipulation']",Medium,['Non-negative Integers without Consecutive Ones'],1,87.72060682680151,69387,79100,53,252,45,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros/
3492,False,Count Submatrices With Equal Frequency of X and Y,"['Array', 'Matrix', 'Prefix Sum']",Medium,"['Maximum Equal Frequency', 'Count Submatrices With All Ones']",2,51.09665500569947,25999,50882,31,156,26,https://leetcode.com/problems/count-submatrices-with-equal-frequency-of-x-and-y/
3482,False,Construct String with Minimum Cost,"['Array', 'String', 'Dynamic Programming', 'Suffix Array']",Hard,"['Minimum Number of Valid Strings to Form Target II', 'Minimum Number of Valid Strings to Form Target I']",2,18.975485143190067,12702,66939,52,168,28,https://leetcode.com/problems/construct-string-with-minimum-cost/
3520,True,Year on Year Growth Rate,['Database'],Hard,[],0,50.96915557053767,3024,5933,5,5,1,https://leetcode.com/problems/year-on-year-growth-rate/
3521,True,Count Triplets with Even XOR Set Bits II,"['Array', 'Bit Manipulation']",Medium,[],0,60.367892976588635,722,1196,2,16,3,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-ii/
3484,False,Lexicographically Smallest String After a Swap,"['String', 'Greedy']",Easy,['Lexicographically Smallest String After Applying Operations'],1,54.04310034459703,52538,97215,26,95,29,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap/
3501,False,Delete Nodes From Linked List Present in Array,"['Array', 'Hash Table', 'Linked List']",Medium,"['Remove Linked List Elements', 'Delete Node in a Linked List', 'Remove Nodes From Linked List']",3,67.36984332517561,203432,301963,118,706,36,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array/
3494,False,Minimum Cost for Cutting Cake I,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']",Medium,['Minimum Cost for Cutting Cake II'],1,58.01154711811331,29641,51095,56,194,8,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i/
3500,False,Minimum Cost for Cutting Cake II,"['Array', 'Greedy', 'Sorting']",Hard,['Minimum Cost for Cutting Cake I'],1,54.920291049520806,23323,42467,34,120,18,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/
3530,False,Odd and Even Transactions,['Database'],Medium,[],0,68.37685060565276,25402,37150,38,63,26,https://leetcode.com/problems/odd-and-even-transactions/
3529,True,Maximum Array Hopping Score II,"['Array', 'Stack', 'Greedy', 'Monotonic Stack']",Medium,[],0,59.037558685446015,1006,1704,2,17,2,https://leetcode.com/problems/maximum-array-hopping-score-ii/
3511,False,Find the Winning Player in Coin Game,"['Math', 'Simulation', 'Game Theory']",Easy,"['Can I Win', 'Predict the Winner']",2,52.4814718110426,52260,99578,30,114,12,https://leetcode.com/problems/find-the-winning-player-in-coin-game/
3455,False,Minimum Length of String After Operations,"['Hash Table', 'String', 'Counting']",Medium,[],0,74.98436620599087,191852,255856,269,708,53,https://leetcode.com/problems/minimum-length-of-string-after-operations/
3498,False,Minimum Array Changes to Make Differences Equal,"['Array', 'Hash Table', 'Prefix Sum']",Medium,[],0,23.676889286585862,14553,61465,61,246,27,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/
3470,False,Maximum Score From Grid Operations,"['Array', 'Dynamic Programming', 'Matrix', 'Prefix Sum']",Hard,['Maximum Difference Score in a Grid'],1,25.529422366405335,2833,11097,21,75,11,https://leetcode.com/problems/maximum-score-from-grid-operations/
3508,False,Number of Bit Changes to Make Two Integers Equal,['Bit Manipulation'],Easy,[],0,63.02606763634485,48791,77414,15,98,7,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/
3462,False,Vowels Game in a String,"['Math', 'String', 'Brainteaser', 'Game Theory']",Medium,[],0,77.01691075864862,186317,241917,541,534,113,https://leetcode.com/problems/vowels-game-in-a-string/
3493,False,Maximum Number of Operations to Move Ones to the End,"['String', 'Greedy', 'Counting']",Medium,[],0,53.322222783361106,31675,59403,50,176,14,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end/
3454,False,Minimum Operations to Make Array Equal to Target,"['Array', 'Dynamic Programming', 'Stack', 'Greedy', 'Monotonic Stack']",Hard,[],0,39.37832244450757,19404,49280,33,241,10,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/
3539,True,Customer Purchasing Behavior Analysis,['Database'],Medium,[],0,36.49546827794562,2415,6619,7,9,4,https://leetcode.com/problems/customer-purchasing-behavior-analysis/
3545,True,Minimum Number of Increasing Subsequence to Be Removed,"['Array', 'Binary Search']",Hard,[],0,45.347862531433364,541,1193,1,8,1,https://leetcode.com/problems/minimum-number-of-increasing-subsequence-to-be-removed/
3515,False,Find if Digit Game Can Be Won,"['Array', 'Math']",Easy,"['Find Numbers with Even Number of Digits', 'Count Integers With Even Digit Sum']",2,81.22295010188444,96462,118762,34,178,10,https://leetcode.com/problems/find-if-digit-game-can-be-won/
3507,False,Find the Count of Numbers Which Are Not Special,"['Array', 'Math', 'Number Theory']",Medium,['Count Primes'],1,27.214145324151172,36277,133302,44,192,26,https://leetcode.com/problems/find-the-count-of-numbers-which-are-not-special/
3479,False,Count the Number of Substrings With Dominant Ones,"['String', 'Sliding Window', 'Enumeration']",Medium,['Count Binary Substrings'],1,17.554681065251213,9591,54635,84,275,47,https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones/
3478,False,Check if the Rectangle Corner Is Reachable,"['Array', 'Math', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Geometry']",Hard,"['Queries on Number of Points Inside a Circle', 'Check if Point Is Reachable']",2,25.49826324486561,7561,29653,55,118,38,https://leetcode.com/problems/check-if-the-rectangle-corner-is-reachable/
3549,True,CEO Subordinate Hierarchy,['Database'],Hard,[],0,72.88528389339514,1258,1726,1,6,0,https://leetcode.com/problems/ceo-subordinate-hierarchy/
3538,True,Alt and Tab Simulation,"['Array', 'Hash Table', 'Simulation']",Medium,[],0,50.749765698219306,1083,2134,2,14,6,https://leetcode.com/problems/alt-and-tab-simulation/
3519,False,Find the Number of Winning Players,"['Array', 'Hash Table', 'Counting']",Easy,"['Can I Win', 'Predict the Winner']",2,60.051062253618014,45395,75594,34,92,22,https://leetcode.com/problems/find-the-number-of-winning-players/
3526,False,Minimum Number of Flips to Make Binary Grid Palindromic I,"['Array', 'Two Pointers', 'Matrix']",Medium,['Minimum Number of Moves to Make Palindrome'],1,74.54913028683521,37244,49959,12,79,10,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-i/
3524,False,Minimum Number of Flips to Make Binary Grid Palindromic II,"['Array', 'Two Pointers', 'Matrix']",Medium,[],0,25.078232569783452,12021,47934,51,141,57,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-ii/
3532,False,Time Taken to Mark All Nodes,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']",Hard,"['Sum of Distances in Tree', 'Most Profitable Path in a Tree', 'Find the Last Marked Nodes in Tree']",3,26.22786792534911,6029,22987,23,134,6,https://leetcode.com/problems/time-taken-to-mark-all-nodes/
3516,False,Design Neighbor Sum Service,"['Array', 'Hash Table', 'Design', 'Matrix', 'Simulation']",Easy,"['Matrix Block Sum', 'Array With Elements Not Equal to Average of Neighbors']",2,76.06014082270104,43101,56667,18,106,17,https://leetcode.com/problems/design-neighbor-sum-service/
3517,False,Shortest Distance After Road Addition Queries I,"['Array', 'Breadth-First Search', 'Graph']",Medium,[],0,61.85829950726085,113989,184275,95,624,29,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-i/
3514,False,Shortest Distance After Road Addition Queries II,"['Array', 'Greedy', 'Graph', 'Ordered Set']",Hard,[],0,25.951875442321303,14668,56520,38,201,6,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-ii/
3527,False,Alternating Groups III,"['Array', 'Binary Indexed Tree', 'Ordered Set']",Hard,[],0,15.992251399052948,2229,13938,21,60,10,https://leetcode.com/problems/alternating-groups-iii/
3554,True,Premier League Table Ranking,['Database'],Easy,[],0,80.06379585326954,3011,3761,3,11,0,https://leetcode.com/problems/premier-league-table-ranking/
3537,True,Number of Subsequences with Odd Sum,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics']",Medium,[],0,47.37100737100737,963,2034,2,13,2,https://leetcode.com/problems/number-of-subsequences-with-odd-sum/
3533,False,Snake in Matrix,"['Array', 'String', 'Simulation']",Easy,[],0,81.9867627247701,69988,85365,20,163,3,https://leetcode.com/problems/snake-in-matrix/
3486,False,Count the Number of Good Nodes,"['Tree', 'Depth-First Search']",Medium,['Maximum Depth of N-ary Tree'],1,54.960456133897374,29882,54370,48,172,46,https://leetcode.com/problems/count-the-number-of-good-nodes/
3535,False,Find the Count of Monotonic Pairs I,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics', 'Prefix Sum']",Hard,['Monotonic Array'],1,47.07073112645868,19764,41989,21,150,12,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i/
3536,False,Find the Count of Monotonic Pairs II,"['Array', 'Math', 'Dynamic Programming', 'Combinatorics', 'Prefix Sum']",Hard,[],0,23.622964759235348,7500,31752,15,100,6,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii/
3564,True,Premier League Table Ranking II,['Database'],Medium,[],0,56.838905775075986,1682,2960,5,10,10,https://leetcode.com/problems/premier-league-table-ranking-ii/
3480,True,Construct String with Minimum Cost (Easy),[],Medium,[],0,58.90522875816993,720,1223,4,10,2,https://leetcode.com/problems/construct-string-with-minimum-cost-easy/
3522,False,Find the Power of K-Size Subarrays I,"['Array', 'Sliding Window']",Medium,['Maximum Sum of Distinct Subarrays With Length K'],1,62.33207142617842,148842,238786,157,653,54,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/
3523,False,Find the Power of K-Size Subarrays II,"['Array', 'Sliding Window']",Medium,['Maximum Sum of Distinct Subarrays With Length K'],1,30.901631701631704,33141,107249,48,151,10,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/
3550,False,Maximum Value Sum by Placing Three Rooks I,"['Array', 'Dynamic Programming', 'Matrix', 'Enumeration']",Hard,['Available Captures for Rook'],1,15.523026372976826,8928,57518,23,104,11,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-i/
3542,False,Maximum Value Sum by Placing Three Rooks II,"['Array', 'Dynamic Programming', 'Matrix', 'Enumeration']",Hard,['Available Captures for Rook'],1,26.59612533864949,5202,19561,14,56,9,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-ii/
3543,False,Count Substrings That Satisfy K-Constraint I,"['String', 'Sliding Window']",Easy,[],0,78.35234738979811,52471,66968,23,163,33,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/
3525,False,Maximum Energy Boost From Two Drinks,"['Array', 'Dynamic Programming']",Medium,[],0,49.59296504288015,34175,68912,28,171,13,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks/
3552,False,Find the Largest Palindrome Divisible by K,"['Math', 'String', 'Dynamic Programming', 'Greedy', 'Number Theory']",Hard,"['Palindrome Number', 'Find the Closest Palindrome']",2,15.785458152132447,8275,52427,40,104,67,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k/
3546,False,Count Substrings That Satisfy K-Constraint II,"['Array', 'String', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Hard,[],0,22.27242580003316,5372,24123,23,140,12,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-ii/
3574,True,Find Overlapping Shifts,['Database'],Medium,[],0,58.262150220913114,1978,3395,10,10,2,https://leetcode.com/problems/find-overlapping-shifts/
3577,True,Convert Doubly Linked List to Array I,"['Array', 'Linked List', 'Doubly-Linked List']",Easy,['Remove Linked List Elements'],1,94.82398956975227,7271,7668,15,20,5,https://leetcode.com/problems/convert-doubly-linked-list-to-array-i/
3555,False,Final Array State After K Multiplication Operations I,"['Array', 'Math', 'Heap (Priority Queue)', 'Simulation']",Easy,[],0,86.99503993123948,194333,223384,128,520,13,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i/
3534,False,Count Almost Equal Pairs I,"['Array', 'Hash Table', 'Sorting', 'Counting', 'Enumeration']",Medium,['Check if One String Swap Can Make Strings Equal'],1,37.83378016085791,28224,74600,51,156,26,https://leetcode.com/problems/count-almost-equal-pairs-i/
3556,False,Final Array State After K Multiplication Operations II,"['Array', 'Heap (Priority Queue)', 'Simulation']",Hard,[],0,12.032651294751268,10009,83182,57,172,23,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-ii/
3544,False,Count Almost Equal Pairs II,"['Array', 'Hash Table', 'Sorting', 'Counting', 'Enumeration']",Hard,['Find the Occurrence of First Almost Equal Substring'],1,26.77333659043024,8768,32749,31,81,22,https://leetcode.com/problems/count-almost-equal-pairs-ii/
3585,True,Find Overlapping Shifts II,['Database'],Hard,[],0,57.1191135734072,1031,1805,5,7,6,https://leetcode.com/problems/find-overlapping-shifts-ii/
3586,True,Constructing Two Increasing Arrays,"['Array', 'Dynamic Programming']",Hard,[],0,61.366806136680616,440,717,0,10,1,https://leetcode.com/problems/constructing-two-increasing-arrays/
3568,False,Find the Key of the Numbers,['Math'],Easy,['Largest Number'],1,76.17612692946312,49548,65044,14,96,16,https://leetcode.com/problems/find-the-key-of-the-numbers/
3540,False,Hash Divided String,"['String', 'Simulation']",Medium,[],0,83.01750935178518,47271,56941,30,101,14,https://leetcode.com/problems/hash-divided-string/
3548,False,Find the Count of Good Integers,"['Hash Table', 'Math', 'Combinatorics', 'Enumeration']",Hard,"['Palindrome Number', 'Find the Closest Palindrome']",2,69.4649384540108,72404,104231,163,457,110,https://leetcode.com/problems/find-the-count-of-good-integers/
3531,False,Minimum Amount of Damage Dealt to Bob,"['Array', 'Greedy', 'Sorting']",Hard,"['Minimum Time to Complete Trips', 'Minimum Penalty for a Shop']",2,38.76927511168756,13451,34695,36,160,23,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob/
3553,False,Check if Two Chessboard Squares Have the Same Color,"['Math', 'String']",Easy,['Determine Color of a Chessboard Square'],1,72.09172991363518,66111,91704,22,132,5,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color/
3495,False,K-th Nearest Obstacle Queries,"['Array', 'Heap (Priority Queue)']",Medium,['K Closest Points to Origin'],1,48.49879373579328,34778,71709,24,111,17,https://leetcode.com/problems/k-th-nearest-obstacle-queries/
3563,False,Select Cells in Grid With Maximum Score,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Matrix', 'Bitmask']",Hard,[],0,14.772316588362846,11445,77476,28,218,6,https://leetcode.com/problems/select-cells-in-grid-with-maximum-score/
3551,False,Maximum XOR Score Subarray Queries,"['Array', 'Dynamic Programming']",Hard,['Make the XOR of All Segments Equal to Zero'],1,42.88918424987539,5163,12038,15,106,16,https://leetcode.com/problems/maximum-xor-score-subarray-queries/
3589,True,Find Candidates for Data Scientist Position II,['Database'],Medium,[],0,42.023809523809526,1765,4200,6,9,5,https://leetcode.com/problems/find-candidates-for-data-scientist-position-ii/
3590,True,Maximum Total Area Occupied by Pistons,"['Array', 'Hash Table', 'String', 'Simulation', 'Counting', 'Prefix Sum']",Hard,[],0,37.92184724689165,427,1126,2,5,3,https://leetcode.com/problems/maximum-total-area-occupied-by-pistons/
3567,False,Convert Date to Binary,"['Math', 'String']",Easy,"['Number of 1 Bits', 'Convert to Base -2']",2,88.51313551097766,77524,87584,24,145,10,https://leetcode.com/problems/convert-date-to-binary/
3485,False,Maximize Score of Numbers in Ranges,"['Array', 'Binary Search', 'Greedy', 'Sorting']",Medium,['Find K-th Smallest Pair Distance'],1,35.13437980343752,22629,64407,61,213,49,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/
3528,False,Reach End of Array With Max Score,"['Array', 'Greedy']",Medium,[],0,32.86643677343667,27735,84387,71,218,15,https://leetcode.com/problems/reach-end-of-array-with-max-score/
3560,False,Maximum Number of Moves to Kill All Pawns,"['Array', 'Math', 'Bit Manipulation', 'Breadth-First Search', 'Game Theory', 'Bitmask']",Hard,"['Knight Probability in Chessboard', 'Check Knight Tour Configuration']",2,33.005998452012385,6823,20672,29,133,12,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns/
3602,True,Sum of Consecutive Subarrays,"['Array', 'Two Pointers', 'Dynamic Programming']",Medium,[],0,41.87248707639288,729,1741,3,12,3,https://leetcode.com/problems/sum-of-consecutive-subarrays/
3582,False,Find Indices of Stable Mountains,['Array'],Easy,['Find in Mountain Array'],1,86.42593643586834,60913,70480,47,92,39,https://leetcode.com/problems/find-indices-of-stable-mountains/
3558,False,Find a Safe Walk Through a Grid,"['Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']",Medium,['Shortest Path in a Grid with Obstacles Elimination'],1,31.587821469408322,32598,103198,49,210,13,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/
3575,False,Find the Maximum Sequence Value of Array,"['Array', 'Dynamic Programming', 'Bit Manipulation']",Hard,['Bitwise ORs of Subarrays'],1,19.547411329955427,5131,26249,29,85,9,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/
3571,False,Length of the Longest Increasing Path,"['Array', 'Binary Search', 'Sorting']",Hard,[],0,17.453617021276596,5127,29375,21,96,2,https://leetcode.com/problems/length-of-the-longest-increasing-path/
3581,False,The Two Sneaky Numbers of Digitville,"['Array', 'Hash Table', 'Math']",Easy,['Find All Duplicates in an Array'],1,88.44943034179492,106203,120072,32,182,15,https://leetcode.com/problems/the-two-sneaky-numbers-of-digitville/
3518,False,Maximum Multiplication Score,"['Array', 'Dynamic Programming']",Medium,[],0,41.02214928361093,35245,85917,43,182,14,https://leetcode.com/problems/maximum-multiplication-score/
3559,False,Minimum Number of Valid Strings to Form Target I,"['Array', 'String', 'Binary Search', 'Dynamic Programming', 'Trie', 'Segment Tree', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium,"['Minimum Cost to Convert String II', 'Construct String with Minimum Cost']",2,20.667975219284795,13478,65212,49,166,17,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i/
3557,False,Minimum Number of Valid Strings to Form Target II,"['Array', 'String', 'Binary Search', 'Dynamic Programming', 'Segment Tree', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard,"['Minimum Cost to Convert String II', 'Construct String with Minimum Cost']",2,18.650746739173268,4733,25377,11,79,11,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-ii/
3609,True,Calculate Product Final Price,['Database'],Medium,[],0,79.30320800275958,2299,2899,2,10,1,https://leetcode.com/problems/calculate-product-final-price/
3615,True,Convert Doubly Linked List to Array II,"['Array', 'Linked List', 'Doubly-Linked List']",Medium,['Remove Linked List Elements'],1,81.73834039975773,2699,3302,8,8,5,https://leetcode.com/problems/convert-doubly-linked-list-to-array-ii/
3541,False,Report Spam Message,"['Array', 'Hash Table', 'String']",Medium,[],0,48.08291798023917,54602,113558,30,94,24,https://leetcode.com/problems/report-spam-message/
3496,False,Minimum Number of Seconds to Make Mountain Height Zero,"['Array', 'Math', 'Binary Search', 'Greedy', 'Heap (Priority Queue)']",Medium,[],0,36.38216560509554,24276,66725,53,227,31,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero/
